time,f1,b1,f2,b2,f3,b3,f4,b4,f1p,f2p,f3p,f4p,f0,intensity,harmonicity
0.025011,343.4,126.5,1472.4,104.1,2447.6,303.2,3374.9,548.1,370.5,1469.1,2396.6,3278,140.8,76.6,7.8
0.027011,364.9,101.3,1465.0,106.6,2441.0,366.3,3277.9,717.9,373.3,1471.4,2400.7,3274.1,140.7,77.1,8.4
0.029011,383.2,88.2,1461.0,114.2,2449.0,380.3,3247.6,785.6,378,1475.3,2407.3,3267.6,140.6,77.7,9.4
0.031011,398.1,76.3,1458.1,120.7,2445.2,330.1,3262.8,821.3,384.4,1480.5,2416.5,3258.8,140.6,78.2,10.5
0.033011,409.5,69.2,1463.9,125.3,2432.0,269.3,3296.9,919.6,392.5,1487.1,2427.9,3247.7,140.6,78.6,11.3
0.035011,418.6,67.2,1479.7,125.6,2418.3,226.8,3347.4,1118.7,401.9,1494.9,2441.4,3234.6,140.5,79,11.7
0.037011,427.7,66.8,1498.1,118.7,2407.7,204.3,3399.7,1356.7,412.6,1503.7,2456.5,3219.7,140.5,79.3,11.4
0.039011,437.8,65.9,1510.8,110.5,2405.7,211.7,3386.7,1440.5,424.4,1513.5,2473.1,3203.3,140.5,79.4,10.6
0.041011,448.6,66.3,1519.9,106.6,2416.1,248.1,3309.5,1403.1,436.9,1524,2490.6,3185.7,140.5,79.5,9.6
0.043011,460.4,71.2,1531.9,104.5,2442.2,304.9,3196.5,1382.9,449.9,1535.1,2508.8,3167.1,140.6,79.5,8.8
0.045011,471.9,79.4,1548.5,100.6,2476.6,362.1,3063.1,1347.2,463.3,1546.6,2527.3,3148,140.7,79.5,8.5
0.047011,482.6,85.1,1566.5,95.8,2509.5,427.0,2959.2,1197.4,476.6,1558.2,2545.5,3128.7,140.8,79.5,8.9
0.049011,492.8,85.9,1585.7,91.3,2542.0,540.1,2912.2,939.5,489.7,1569.9,2563.3,3109.4,140.9,79.5,9.8
0.051011,500.9,82.3,1603.0,86.0,2571.7,695.5,2909.7,709.2,502.4,1581.3,2580.1,3090.5,141.1,79.7,10.8
0.053011,507.3,75.3,1615.8,79.3,2612.4,863.5,2909.2,577.3,514.3,1592.5,2595.6,3072.4,141.3,79.9,11.8
0.055011,514.7,66.9,1627.4,73.2,2678.8,1063.9,2894.0,502.2,525.4,1603.1,2609.5,3055.3,141.5,80.1,12.6
0.057011,522.5,60.8,1640.3,70.9,2761.3,1274.5,2872.6,455.4,535.3,1613,2621.6,3039.4,141.8,80.3,13.1
0.059011,529.3,57.1,1653.5,71.6,2816.2,1454.0,2871.2,420.6,544.1,1622.2,2631.6,3025,142.1,80.6,13.6
0.061011,534.3,54.0,1663.5,71.6,2798.2,1571.8,2901.3,395.3,551.6,1630.5,2639.2,3012.2,142.5,80.8,13.9
0.063011,538.7,51.2,1671.6,70.1,2712.6,1692.4,2951.5,356.5,557.6,1637.9,2644.4,3001.3,142.9,81,14
0.065011,542.4,49.7,1678.6,71.0,2615.3,1788.9,2992.5,319.4,562.2,1644.3,2647.2,2992.3,143.4,81.2,13.7
0.067011,544.3,48.4,1679.0,78.8,2561.8,1645.5,3013.2,331.1,565.4,1649.6,2647.4,2985.2,143.9,81.3,13
0.069011,544.6,46.7,1661.0,89.9,2540.3,1176.3,3031.5,422.2,567.2,1653.9,2645.1,2980.2,144.5,81.4,11.8
0.071011,544.7,46.3,1629.8,84.5,2523.1,749.8,3069.3,557.9,567.7,1657.2,2640.4,2977.1,145.1,81.5,10.4
0.073011,545.9,48.5,1610.6,70.4,2521.1,549.5,3104.5,687.2,566.9,1659.6,2633.5,2976,145.7,81.6,9.2
0.075011,548.0,51.8,1604.3,61.6,2534.1,477.9,3122.9,766.0,565,1661,2624.5,2976.6,146.5,81.6,8.4
0.077011,550.0,53.7,1605.8,60.3,2561.0,471.5,3116.2,761.8,562.3,1661.7,2613.7,2978.9,147.2,81.7,8.2
0.079011,551.2,54.7,1612.0,65.6,2591.6,464.5,3103.6,763.7,558.7,1661.6,2601.3,2982.7,148,81.7,8.3
0.081011,552.2,55.6,1622.5,77.6,2606.4,427.9,3096.8,812.6,554.6,1660.9,2587.8,2987.9,148.9,81.7,8.6
0.083011,554.2,54.9,1634.5,92.9,2594.2,376.7,3089.5,883.0,550.2,1659.7,2573.3,2994.1,149.8,81.7,9
0.085011,557.3,52.8,1643.9,106.2,2568.7,334.9,3066.8,941.8,545.6,1658.2,2558.2,3001.2,150.7,81.8,9.4
0.087011,560.8,49.9,1649.3,110.6,2539.5,314.2,3030.7,951.6,541.1,1656.4,2542.9,3008.9,151.7,81.9,9.9
0.089011,563.8,47.2,1651.6,97.8,2512.8,326.2,3015.1,874.4,536.8,1654.5,2527.8,3017.1,152.8,82,10.6
0.091011,566.3,47.3,1653.7,78.5,2492.4,375.9,3025.2,766.3,533,1652.6,2513,3025.4,153.9,82.1,11.2
0.093011,568.3,52.9,1657.2,63.8,2478.7,487.0,3038.0,687.6,529.8,1650.8,2499.1,3033.6,155,82.1,11.6
0.095011,568.7,64.8,1662.8,56.9,2481.3,672.9,3042.9,678.1,527.3,1649.2,2486.2,3041.7,156.2,82.1,11.4
0.097011,566.5,81.3,1670.3,54.2,2535.8,883.2,3032.9,779.9,525.8,1647.9,2474.6,3049.3,157.4,82.1,10.4
0.099011,561.3,103.9,1677.8,53.4,2663.7,849.8,3029.9,1192.2,525.2,1646.9,2464.6,3056.3,158.7,82,8.9
0.101011,553.7,129.9,1680.0,55.6,2622.1,682.2,3157.2,1489.4,525.6,1646.3,2456.3,3062.6,160,81.8,7.1
0.103011,545.1,150.7,1674.0,59.4,2534.2,627.8,3119.3,1327.0,527.1,1646.2,2449.8,3068.1,161.3,81.6,5.5
0.105011,536.8,159.0,1662.2,60.7,2439.2,564.0,3044.4,996.9,529.7,1646.5,2445.4,3072.7,162.7,81.5,4.3
0.107011,532.1,154.5,1653.0,56.7,2388.8,489.4,2997.6,778.2,533.3,1647.3,2442.9,3076.3,164.1,81.4,3.7
