time,f1,b1,f2,b2,f3,b3,f4,b4,f1p,f2p,f3p,f4p,f0,intensity,harmonicity
0.025687,678.5,25.8,1131.6,152.8,2025.1,661.1,2957.7,234.5,655.7,1061.6,2272.7,3043.1,214.4,85.9,5.2
0.027687,669.5,29.8,1112.5,145.8,2172.3,749.3,2994.0,354.1,655.9,1068.4,2269.5,3030.2,214.8,86.7,5.4
0.029687,660.0,35.7,1109.5,152.3,2356.0,634.1,3100.9,362.5,656.2,1079.5,2264.3,3010.6,215.4,87.5,5.7
0.031687,653.4,43.4,1106.7,170.7,2390.8,510.7,3097.6,401.2,656.6,1094.4,2257.5,2986.5,216,88.2,5.9
0.033687,649.2,52.4,1095.9,185.7,2376.4,489.2,3029.7,536.6,657.1,1112.7,2249.5,2961.1,216.6,88.9,6.1
0.035687,646.3,59.2,1084.6,186.9,2322.6,466.9,2917.6,530.7,657.6,1133.5,2240.9,2937.8,217.3,89.5,6.2
0.037687,645.5,61.2,1083.2,186.8,2261.9,395.8,2863.5,450.3,658.2,1156.1,2232.3,2919.8,218.1,90.1,6.1
0.039687,647.6,58.6,1094.6,203.1,2222.9,319.7,2849.2,422.6,658.9,1179.8,2224.3,2910,218.9,90.5,5.9
0.041687,651.7,53.1,1120.1,249.4,2203.1,268.8,2856.8,457.2,659.8,1203.7,2217.6,2910.9,219.8,91,5.8
0.043687,656.1,45.5,1164.1,336.9,2193.9,244.6,2879.6,549.7,660.9,1227.1,2212.9,2923.5,220.8,91.3,5.9
0.045687,659.4,36.9,1231.2,469.6,2190.3,242.5,2912.2,699.8,662.3,1249.4,2210.7,2948.2,221.7,91.6,6.5
0.047687,662.1,29.5,1320.2,631.5,2190.4,258.6,2952.1,909.2,664.2,1269.9,2211.7,2983.9,222.8,91.8,7.5
0.049687,665.4,24.4,1413.2,774.7,2193.4,283.6,3014.5,1161.7,666.7,1288.4,2216.1,3028.5,223.8,91.8,8.8
0.051687,670.3,21.5,1461.7,830.9,2197.3,295.8,3142.5,1333.2,669.8,1304.4,2224.3,3079,224.9,91.8,10.1
0.053687,676.9,20.2,1420.8,762.1,2201.7,281.5,3292.5,1176.8,673.7,1318,2236.4,3131.6,226,91.7,11.2
0.055687,684.9,19.6,1337.4,594.8,2211.7,261.3,3319.7,858.0,678.5,1329.2,2252.1,3182.1,227.2,91.5,11.7
0.057687,693.5,18.4,1281.5,429.5,2240.2,264.0,3281.2,690.8,684.2,1338.3,2271.1,3226.2,228.3,91.3,11.8
0.059687,701.9,16.2,1267.7,326.9,2299.2,269.6,3225.4,628.7,690.7,1345.6,2293,3260.1,229.5,91,11.7
0.061687,709.0,14.4,1281.5,283.1,2357.8,231.0,3187.8,603.5,697.9,1351.7,2317,3280.7,230.6,90.8,11.5
0.063687,714.9,13.9,1308.1,279.1,2392.3,174.8,3179.4,622.4,705.8,1357.1,2342.2,3285.5,231.7,90.7,11.2
0.065687,720.6,15.1,1333.9,293.4,2412.4,125.2,3182.5,704.0,714.1,1362.5,2367.6,3273.5,232.8,90.6,11.2
0.067687,726.7,17.6,1357.1,315.8,2424.4,88.1,3175.0,827.7,722.5,1368.4,2392.3,3244.8,233.9,90.5,11.1
0.069687,732.1,20.7,1381.8,336.5,2431.4,63.4,3151.9,934.3,730.9,1375.5,2415.1,3201,234.9,90.4,11.1
0.071687,735.5,23.9,1404.7,336.9,2435.0,46.8,3131.3,963.9,738.9,1384.1,2435,3144.3,235.9,90.3,11.1
0.073687,736.8,27.2,1419.1,307.5,2436.6,35.1,3120.1,915.1,746.2,1394.6,2451.1,3078.4,236.8,90.2,11
