time,f1,b1,f2,b2,f3,b3,f4,b4,f1p,f2p,f3p,f4p,f0,intensity,harmonicity
0.025014,821.5,503.9,1308.0,242.5,2454.6,999.5,3351.4,755.5,785.5,1263,2471.4,3463.8,204.7,77.8,0.7
0.027014,795.2,454.1,1282.1,209.8,2474.5,686.5,3457.7,661.1,776.1,1259.6,2468,3455.9,204.7,79,1.7
0.029014,746.7,430.5,1254.9,207.1,2470.6,539.8,3492.3,601.4,761.2,1254.1,2462.5,3443.6,204.7,80.1,3.4
0.031014,711.5,407.2,1231.6,209.6,2455.4,492.4,3487.9,587.7,741.7,1247.1,2455.1,3427.6,204.7,81,5.1
0.033014,694.4,388.0,1216.4,201.8,2436.2,480.3,3459.5,583.8,718.9,1239.2,2446.2,3409.1,204.7,81.9,6.6
0.035014,690.7,383.2,1210.8,188.0,2419.7,475.6,3407.0,555.5,694.3,1231.1,2435.9,3389.5,204.7,82.6,7.4
0.037014,683.3,390.3,1207.6,177.2,2413.7,480.7,3348.0,539.3,669.4,1223.3,2424.6,3369.9,204.6,83.2,7.8
0.039014,653.5,394.1,1200.7,172.8,2422.7,500.5,3298.3,602.9,645.6,1216.6,2412.6,3351.6,204.6,83.8,8
0.041014,616.7,378.4,1194.2,180.0,2433.5,474.6,3284.4,718.1,624.2,1211.5,2400.1,3335.4,204.6,84.3,8.1
0.043014,590.8,350.1,1190.8,210.2,2422.7,399.4,3308.0,826.7,606.3,1208.4,2387.4,3321.7,204.6,84.9,8.2
0.045014,583.7,326.2,1194.6,271.6,2395.1,338.0,3344.0,889.7,592.3,1207.6,2374.5,3310.8,204.6,85.3,8.3
0.047014,587.7,301.1,1213.5,366.3,2360.9,303.8,3372.8,866.5,582.7,1209.1,2361.5,3302.4,204.6,85.7,8.4
0.049014,591.0,271.6,1243.4,443.1,2331.0,291.2,3360.2,745.9,577.4,1212.8,2348.7,3296.1,204.6,86,8.5
0.051014,589.7,246.6,1264.8,452.2,2308.9,280.5,3312.0,598.0,576,1218.5,2336.1,3290.9,204.6,86.3,8.6
0.053014,587.1,232.3,1263.4,392.2,2296.6,262.4,3261.1,482.5,577.9,1225.7,2323.8,3286,204.5,86.4,8.8
0.055014,585.5,216.4,1250.6,300.9,2288.4,237.1,3220.5,389.8,582.3,1233.9,2312.1,3280.4,204.5,86.6,9.1
0.057014,586.8,193.7,1240.6,224.9,2283.6,213.5,3204.6,327.1,588.2,1242.6,2301.3,3273.3,204.5,86.6,9.5
0.059014,591.3,167.0,1236.4,170.3,2282.5,197.3,3211.4,295.5,594.7,1251.2,2291.6,3263.9,204.4,86.7,10.1
0.061014,597.3,147.9,1237.7,138.6,2286.2,194.1,3231.1,299.4,601.1,1259.3,2283.4,3252.2,204.4,86.7,10.6
0.063014,604.2,141.7,1244.5,121.5,2296.3,203.3,3254.4,330.0,606.6,1266.3,2277.2,3238,204.3,86.6,11
0.065014,609.4,150.3,1254.1,115.2,2308.3,219.5,3266.1,362.4,610.7,1272.1,2273.3,3221.9,204.2,86.5,11.2
0.067014,611.7,171.2,1264.2,114.4,2314.5,239.2,3253.4,375.3,613.1,1276.4,2271.8,3204.7,204.1,86.4,11.1
0.069014,610.2,198.0,1272.0,116.8,2307.5,255.1,3216.6,359.1,613.8,1279.2,2273,3187.6,204,86.2,11
0.071014,606.0,219.4,1277.3,120.6,2288.0,258.5,3177.2,326.5,612.8,1280.7,2276.8,3172.1,203.9,86.1,10.8
0.073014,601.1,228.7,1281.3,125.4,2265.1,248.3,3153.2,300.7,610.2,1280.9,2282.9,3159.7,203.7,86.1,10.6
0.075014,599.1,225.9,1284.2,129.7,2254.3,234.0,3154.8,303.3,606.4,1280.3,2290.8,3151.7,203.5,86.1,10.6
0.077014,601.0,218.4,1286.4,134.0,2261.6,222.2,3174.0,330.3,601.6,1279.1,2299.7,3149.7,203.2,86.2,10.7
0.079014,604.7,211.4,1288.7,139.2,2282.0,215.6,3186.5,358.5,596.2,1277.6,2308.8,3154.7,202.9,86.3,10.9
0.081014,605.1,204.9,1291.5,146.7,2305.5,213.3,3178.6,381.7,590.4,1276.3,2317,3167.5,202.6,86.3,11
0.083014,598.7,201.4,1293.2,156.1,2322.0,214.7,3164.4,402.4,584.3,1275.4,2323.1,3188.4,202.3,86.3,11
0.085014,585.7,202.8,1291.4,166.4,2330.9,218.0,3163.9,427.8,578,1275.1,2326,3217.2,201.9,86.3,10.8
0.087014,570.3,206.2,1284.2,169.7,2331.7,220.5,3183.5,461.7,571.5,1275.6,2324.9,3253.5,201.5,86.1,10.3
0.089014,555.2,204.9,1272.7,157.6,2327.4,222.5,3223.6,518.6,564.7,1276.9,2319.1,3296.3,201,85.8,9.6
0.091014,545.8,196.7,1262.9,136.6,2323.7,229.6,3291.4,602.2,557.7,1279.2,2308,3344.2,200.5,85.4,8.9
0.093014,543.9,188.6,1259.3,119.9,2324.5,252.6,3421.8,663.3,550.3,1282.1,2291.8,3395.8,200,84.9,8.2
0.095014,548.4,190.9,1265.5,115.9,2323.7,305.5,3550.2,570.1,542.6,1285.8,2270.8,3449.3,199.4,84.4,7.6
0.097014,551.5,207.2,1282.3,121.4,2293.0,416.0,3596.2,436.1,534.6,1289.8,2245.9,3503,198.8,83.8,6.9
0.099014,539.0,222.7,1297.9,126.1,2201.3,520.3,3597.5,354.9,526.5,1294.1,2218.2,3555.1,198.2,83.2,6.2
0.101014,509.6,220.9,1304.3,119.6,2107.0,515.8,3603.1,327.2,518.5,1298.3,2189.3,3603.8,197.6,82.6,5.6
