time,f1,b1,f2,b2,f3,b3,f4,b4,f1p,f2p,f3p,f4p,f0,intensity,harmonicity
0.025964,654.6,99.9,1321.8,193.6,2428.7,906.2,2913.2,727.0,693.2,1294.6,2364.5,3139.3,174.4,82.5,4.2
0.027964,672.1,104.4,1312.0,169.7,2399.2,528.7,3042.4,505.0,694.2,1296,2363.7,3134.7,174.9,83.5,4.3
0.029964,687.2,105.7,1306.6,151.1,2390.3,419.0,3083.7,410.2,695.9,1298.3,2362.4,3127.1,175.4,84.3,4.3
0.031964,700.5,101.9,1308.1,135.0,2378.5,375.6,3120.7,372.6,698.2,1301.4,2360.5,3116.9,175.9,85,4.2
0.033964,712.2,95.6,1314.1,124.7,2359.4,352.2,3165.6,351.8,701.1,1305.2,2358,3104.2,176.5,85.6,4.2
0.035964,721.5,88.1,1320.6,121.3,2336.1,339.6,3206.7,341.3,704.5,1309.5,2354.7,3089.3,177.1,86,4.3
0.037964,727.9,77.6,1325.1,120.7,2306.0,339.7,3232.4,360.8,708.3,1314.2,2350.6,3072.8,177.7,86.3,4.7
0.039964,729.4,66.1,1325.9,119.0,2265.0,341.9,3228.9,462.5,712.5,1319.2,2345.5,3055,178.3,86.5,5.3
0.041964,727.2,57.1,1321.5,112.8,2226.3,327.1,3104.0,577.9,717,1324.3,2339.5,3036.3,179,86.6,6
0.043964,724.2,52.0,1312.2,100.2,2214.1,309.2,3005.4,508.2,721.7,1329.3,2332.5,3017.3,179.7,86.6,6.5
0.045964,724.2,50.4,1302.5,84.3,2243.1,313.0,2955.3,479.0,726.4,1334.1,2324.5,2998.4,180.3,86.6,6.9
0.047964,728.6,50.9,1297.4,70.3,2313.9,330.2,2942.8,498.5,731.2,1338.5,2315.4,2980.1,181,86.6,6.8
0.049964,736.1,50.9,1298.3,59.7,2397.9,331.4,2948.4,531.5,735.9,1342.4,2305.5,2962.8,181.7,86.5,6.6
0.051964,743.0,50.5,1304.6,55.2,2444.8,344.2,2933.6,547.8,740.3,1345.7,2294.7,2946.9,182.4,86.5,6.2
0.053964,749.0,51.1,1315.3,57.4,2441.4,406.9,2892.2,503.5,744.6,1348.4,2283.3,2932.8,183,86.4,6
0.055964,754.1,51.6,1329.5,66.5,2372.7,467.1,2868.5,405.0,748.5,1350.4,2271.4,2920.7,183.7,86.4,6.2
0.057964,757.4,50.2,1345.6,80.2,2285.1,435.9,2873.0,344.0,752,1351.7,2259.3,2910.7,184.3,86.4,6.8
0.059964,758.7,47.5,1361.6,94.5,2227.3,354.6,2886.5,331.7,755.1,1352.4,2247.3,2903.2,185,86.4,7.8
0.061964,758.8,46.0,1376.7,107.7,2200.7,282.1,2901.0,344.8,757.7,1352.5,2235.6,2898,185.6,86.5,8.9
0.063964,759.0,46.6,1390.6,121.8,2190.6,238.1,2908.9,355.0,759.7,1352,2224.7,2895.2,186.2,86.5,10
0.065964,759.1,48.6,1401.0,136.3,2184.3,217.1,2904.9,345.6,761.3,1351,2214.9,2894.7,186.7,86.5,10.8
