time,f1,b1,f2,b2,f3,b3,f4,b4,f1p,f2p,f3p,f4p,f0,intensity,harmonicity
0.025317,573.4,186.6,1169.4,96.5,2279.4,143.8,3255.0,388.3,592.9,1197.8,2297.1,3166.4,193.9,86.7,9.2
0.027317,579.0,151.1,1173.5,89.4,2267.7,138.0,3247.2,409.1,593.2,1199,2297.5,3166,194,87,9.9
0.029317,582.3,123.7,1177.4,85.1,2265.3,147.8,3202.1,397.3,593.7,1201.1,2298.1,3165.3,194.1,87.2,10.6
0.031317,584.7,110.5,1182.7,87.1,2277.7,172.0,3154.0,360.1,594.4,1203.9,2299,3164.4,194.3,87.3,11.5
0.033317,587.6,107.7,1190.5,95.0,2297.8,202.0,3119.2,339.1,595.2,1207.4,2300.2,3163.3,194.4,87.5,12.3
0.035317,591.6,111.7,1199.3,108.6,2309.8,225.8,3097.5,340.3,596.3,1211.7,2301.7,3162.1,194.5,87.5,12.9
0.037317,596.6,118.8,1208.6,126.3,2311.6,244.4,3089.1,352.8,597.5,1216.5,2303.4,3160.7,194.6,87.6,13.4
0.039317,602.4,126.4,1219.3,145.6,2306.7,265.9,3092.3,372.8,598.9,1221.9,2305.5,3159.2,194.7,87.6,13.8
0.041317,607.9,132.4,1230.3,159.1,2296.8,292.2,3102.5,390.8,600.4,1227.7,2307.9,3157.7,194.7,87.5,14.1
0.043317,613.5,137.3,1240.3,167.4,2289.9,326.3,3117.7,402.3,602,1233.8,2310.7,3156.3,194.7,87.5,14.3
0.045317,620.3,142.2,1251.1,178.9,2292.7,380.9,3131.3,403.6,603.8,1240.3,2313.9,3154.9,194.7,87.5,14.4
0.047317,627.0,146.2,1264.6,199.2,2299.6,457.3,3126.4,381.8,605.7,1246.8,2317.4,3153.6,194.7,87.5,14.3
0.049317,632.1,147.8,1282.5,227.2,2300.7,538.2,3111.3,351.9,607.8,1253.5,2321.4,3152.6,194.6,87.5,14.1
0.051317,635.1,144.1,1306.9,257.6,2309.1,605.9,3108.1,350.6,609.9,1260,2325.8,3151.8,194.5,87.5,13.9
0.053317,635.3,132.5,1328.4,271.5,2348.9,604.0,3139.8,411.9,612,1266.5,2330.5,3151.4,194.4,87.5,13.6
0.055317,632.2,115.9,1330.4,258.4,2387.7,486.0,3217.0,488.7,614.3,1272.7,2335.8,3151.3,194.2,87.5,13.5
0.057317,626.6,98.4,1310.7,224.3,2395.8,336.3,3293.2,485.1,616.6,1278.5,2341.4,3151.6,194,87.5,13.5
0.059317,620.9,84.9,1284.1,187.7,2395.8,244.5,3297.2,411.6,619,1284,2347.5,3152.4,193.7,87.4,13.7
0.061317,617.1,76.3,1264.7,162.8,2399.1,200.6,3255.2,321.1,621.3,1289,2353.9,3153.7,193.4,87.3,13.9
