time,f1,b1,f2,b2,f3,b3,f4,b4,f1p,f2p,f3p,f4p,f0,intensity,harmonicity
0.025083,465.2,254.4,946.8,356.1,2508.5,243.4,3496.4,201.9,472.7,957.3,2518,3508.9,196.4,80.8,16.2
0.027083,472.6,256.4,960.4,311.4,2512.9,203.4,3503.4,238.8,478.3,958.9,2517.5,3512.8,196.3,80.8,16
0.029083,486.7,268.7,967.3,309.6,2520.0,196.4,3510.1,277.2,487.3,962.2,2516.8,3518.5,196.2,80.9,15.5
0.031083,505.6,282.8,970.5,336.8,2528.3,214.9,3514.7,304.9,498.8,968.1,2516,3525,196.1,81,15
0.033083,522.3,278.5,976.4,365.4,2531.4,239.0,3524.8,318.5,512,977.8,2515.3,3531.2,196,81,14.6
0.035083,532.8,251.8,990.4,374.0,2523.4,247.6,3544.2,322.1,526,992.1,2514.9,3535.8,195.8,81,14.5
0.037083,539.4,218.5,1011.0,369.0,2506.8,233.0,3572.2,330.5,539.7,1012.1,2515.1,3537.9,195.7,80.9,14.6
0.039083,548.0,194.8,1039.0,379.0,2496.5,209.1,3595.9,379.0,552.4,1038.3,2515.9,3536.9,195.5,80.8,14.7
0.041083,560.1,185.7,1074.9,422.2,2504.7,197.9,3581.5,480.6,563.4,1070.8,2517.6,3532.7,195.3,80.8,14.9
0.043083,571.2,176.1,1118.6,467.1,2518.6,192.5,3517.1,555.6,572.2,1109.3,2520.1,3525.5,195.1,80.7,15.1
0.045083,577.2,157.0,1163.9,471.0,2526.3,177.4,3458.7,521.5,578.7,1152.7,2523.4,3515.9,194.9,80.7,15.2
0.047083,580.7,133.8,1206.6,447.8,2531.1,154.8,3446.5,431.8,582.8,1199.8,2527.3,3505.1,194.6,80.7,15.3
0.049083,583.5,115.9,1242.9,429.0,2535.1,137.8,3457.7,353.6,584.9,1248.7,2531.5,3494.1,194.4,80.8,15.4
0.051083,585.4,103.4,1279.8,424.9,2538.3,130.0,3469.1,307.3,585.3,1297.5,2535.7,3483.9,194.1,80.8,15.5
0.053083,585.9,95.3,1322.6,434.3,2540.9,130.1,3478.8,295.6,584.5,1344.1,2539.4,3475.2,193.8,80.9,15.5
0.055083,585.0,89.3,1371.9,445.9,2544.4,135.0,3488.9,308.2,583,1386.7,2542,3468.4,193.5,81.1,15.5
0.057083,582.7,83.3,1424.4,438.3,2548.6,142.6,3495.3,334.9,581.2,1423.6,2543.2,3463.4,193.2,81.3,15.4
0.059083,579.8,76.3,1466.5,398.4,2550.2,150.8,3491.6,366.4,579.6,1453.7,2542.4,3459.6,192.9,81.5,15.2
0.061083,577.4,68.9,1493.9,338.0,2546.2,156.3,3479.6,397.6,578.4,1476.4,2539.4,3456,192.5,81.9,15.1
0.063083,576.6,62.5,1507.1,280.1,2535.6,152.3,3465.0,420.0,577.6,1491.8,2534,3451.6,192.2,82.3,14.9
0.065083,577.2,56.8,1509.9,234.5,2519.4,136.3,3448.5,420.0,577.2,1500.3,2526.1,3445.2,191.8,82.8,14.9
0.067083,578.0,51.9,1505.1,204.9,2502.8,117.5,3428.1,382.7,577.2,1503.1,2516,3435.8,191.5,83.4,14.8
0.069083,578.3,47.7,1495.5,187.5,2488.5,104.7,3400.0,310.9,577.3,1501.4,2504.2,3423.1,191.1,84,14.8
0.071083,578.1,45.1,1485.7,181.5,2477.7,101.6,3371.3,230.0,577.3,1496.9,2491.3,3407.2,190.8,84.5,14.7
0.073083,577.6,44.6,1480.6,185.5,2470.1,109.1,3353.5,165.1,577.1,1491.3,2477.9,3388.6,190.4,85,14.8
0.075083,576.7,45.3,1481.1,194.7,2465.6,125.2,3348.9,129.9,576.6,1486.2,2465.1,3368.7,190.1,85.5,14.9
0.077083,575.2,45.0,1483.0,204.3,2462.8,145.7,3350.7,115.6,575.7,1482.9,2453.5,3349.3,189.7,85.9,15.1
0.079083,572.9,42.5,1484.1,213.6,2460.7,166.8,3354.5,115.3,574.5,1482.6,2444.1,3332.3,189.3,86.2,15.3
0.081083,570.5,38.5,1485.0,226.6,2459.3,192.4,3357.5,126.0,573,1485.8,2437.4,3319.6,189,86.5,15.5
