time,f1,b1,f2,b2,f3,b3,f4,b4,f1p,f2p,f3p,f4p,f0,intensity,harmonicity
0.025587,479.2,147.8,1229.3,196.6,2106.2,394.6,3235.0,489.2,502,1258.7,2109.5,3255.5,213.8,82.1,3.1
0.027587,476.5,121.4,1236.1,162.3,2134.3,380.3,3179.5,475.7,503.6,1259.8,2113.8,3257.8,214.3,83.1,2.6
0.029587,478.3,109.2,1248.1,133.8,2148.1,370.6,3173.0,467.2,506.2,1261.6,2121,3261.6,214.8,83.9,3.3
0.031587,483.8,108.7,1260.3,112.5,2154.7,373.8,3195.5,476.7,509.7,1264.2,2130.9,3266.8,215.3,84.5,4.3
0.033587,493.7,115.5,1269.7,95.4,2157.3,394.7,3231.7,496.0,514.3,1267.3,2143.4,3273.4,215.8,84.8,5.4
0.035587,507.8,122.6,1274.8,83.1,2156.2,440.6,3260.6,512.4,519.7,1271.1,2158.4,3281.1,216.3,84.9,6.4
0.037587,523.1,125.1,1278.4,75.3,2151.2,512.8,3272.4,519.1,526,1275.5,2175.6,3290,216.8,84.9,6.7
0.039587,538.6,123.9,1283.4,71.4,2137.2,610.6,3271.2,518.3,533,1280.4,2194.9,3299.8,217.3,84.7,6.6
0.041587,552.6,122.0,1289.9,73.0,2110.6,693.3,3268.2,519.7,540.8,1285.7,2216,3310.3,217.9,84.5,6.2
0.043587,565.8,121.8,1296.3,80.8,2098.5,709.9,3283.1,544.3,549.1,1291.3,2238.7,3321.5,218.4,84.2,5.9
0.045587,581.6,125.2,1305.6,96.9,2145.2,653.0,3340.7,587.1,557.9,1297.3,2262.7,3333,218.9,84,5.9
0.047587,596.3,126.9,1322.2,119.8,2216.8,588.7,3411.0,578.5,567.2,1303.4,2287.7,3344.7,219.4,83.9,6.5
0.049587,604.7,123.9,1342.0,135.2,2278.2,596.8,3439.5,537.1,576.8,1309.7,2313.3,3356.4,219.8,83.9,7.7
0.051587,609.5,121.0,1353.6,128.6,2339.8,662.9,3429.5,526.0,586.6,1315.9,2339.4,3367.9,220.3,84.1,9.2
0.053587,613.9,119.8,1353.2,108.3,2425.6,774.2,3401.1,605.3,596.5,1322.2,2365.6,3379,220.7,84.4,10.7
0.055587,620.9,116.8,1350.8,86.1,2564.9,807.9,3405.2,800.5,606.4,1328.3,2391.6,3389.5,221.1,84.7,11.8
0.057587,631.5,107.6,1349.7,64.6,2654.3,622.0,3527.6,905.0,616.2,1334.1,2417.2,3399.2,221.5,85,12.4
0.059587,640.4,92.6,1347.4,50.0,2647.6,473.3,3613.4,738.6,625.9,1339.7,2442,3408.1,221.8,85.2,12.5
0.061587,646.2,78.3,1342.3,43.2,2612.4,403.5,3616.9,600.1,635.3,1344.9,2465.9,3415.9,222.2,85.5,12.3
0.063587,652.2,67.3,1334.8,41.4,2559.9,378.2,3585.8,533.3,644.4,1349.7,2488.5,3422.5,222.4,85.8,12
0.065587,659.9,59.9,1329.1,43.5,2500.1,389.1,3535.7,522.0,653.1,1354,2509.7,3427.8,222.7,86,11.8
0.067587,667.8,53.9,1329.6,46.4,2455.7,414.9,3464.6,523.6,661.2,1357.7,2529.3,3431.8,222.9,86.3,11.7
0.069587,674.6,48.7,1337.8,46.3,2451.9,416.3,3385.6,480.8,668.9,1360.9,2547.1,3434.4,223.1,86.6,11.8
0.071587,678.1,45.7,1347.9,42.5,2489.2,378.8,3344.2,413.5,675.9,1363.4,2563,3435.6,223.2,86.9,11.9
0.073587,678.5,44.9,1352.6,38.1,2534.6,327.9,3333.6,353.2,682.3,1365.2,2577,3435.4,223.3,87.1,12
0.075587,677.8,44.6,1351.2,35.3,2570.0,283.0,3337.8,295.1,688.1,1366.5,2588.8,3433.8,223.3,87.2,12
0.077587,677.9,42.5,1346.9,33.9,2595.0,245.2,3346.8,225.2,693.2,1367,2598.6,3430.8,223.4,87.3,11.9
0.079587,679.5,38.3,1344.2,34.2,2606.6,223.0,3352.1,159.4,697.6,1366.9,2606.3,3426.5,223.3,87.3,11.6
0.081587,682.0,34.4,1345.8,36.2,2607.7,217.9,3352.1,119.0,701.4,1366.1,2611.9,3421.1,223.3,87.3,11.3
0.083587,685.3,32.3,1350.1,39.7,2606.1,222.1,3349.7,104.7,704.5,1364.7,2615.4,3414.6,223.2,87.1,10.9
0.085587,689.4,33.2,1352.1,44.1,2607.8,225.9,3346.2,113.4,707,1362.7,2617,3407.2,223.1,87,10.8
0.087587,693.4,36.1,1351.0,49.2,2608.6,231.8,3341.8,136.7,708.8,1360.1,2616.7,3399,222.9,86.8,10.9
0.089587,696.0,39.4,1349.2,55.4,2602.1,248.4,3335.9,169.2,710.1,1357,2614.7,3390.1,222.7,86.5,11.4
0.091587,696.9,43.1,1350.0,63.2,2588.0,274.0,3329.7,195.0,710.9,1353.4,2611.2,3380.8,222.5,86.3,12.1
0.093587,697.8,47.9,1353.6,71.8,2573.5,302.6,3324.2,208.0,711.2,1349.4,2606.1,3371.1,222.2,86.2,12.8
0.095587,700.4,54.6,1357.3,79.4,2560.9,335.5,3319.6,216.7,711.1,1345.1,2599.8,3361.3,221.9,86,13.3
0.097587,703.5,61.4,1357.0,82.1,2546.1,366.6,3317.9,224.4,710.6,1340.5,2592.4,3351.6,221.6,85.9,13.4
0.099587,705.5,66.7,1353.0,79.9,2528.2,378.6,3321.6,231.1,709.9,1335.7,2584,3342,221.2,85.8,13.1
0.101587,706.8,71.3,1348.6,75.2,2516.8,360.6,3332.9,241.6,708.9,1330.7,2575,3332.8,220.8,85.7,12.6
0.103587,708.6,76.6,1346.5,71.9,2523.0,322.3,3354.4,255.4,707.8,1325.6,2565.3,3324,220.4,85.6,12
0.105587,711.2,82.3,1346.2,71.8,2538.6,281.2,3379.3,259.6,706.6,1320.6,2555.3,3315.8,220,85.5,11.4
0.107587,714.0,86.7,1345.2,74.7,2549.9,252.5,3391.8,260.3,705.4,1315.6,2545.1,3308.4,219.6,85.4,11
0.109587,715.8,89.2,1341.2,80.5,2552.2,255.3,3379.0,263.9,704.3,1310.8,2534.8,3301.8,219.1,85.4,10.7
0.111587,716.4,92.5,1334.2,87.2,2547.6,280.0,3351.9,254.7,703.2,1306.2,2524.6,3296.1,218.7,85.3,10.3
0.113587,716.9,98.8,1325.8,93.4,2536.4,298.7,3330.8,225.5,702.3,1301.8,2514.6,3291.4,218.2,85.3,10
0.115587,717.4,104.8,1318.5,99.8,2520.4,288.6,3323.3,199.9,701.6,1297.7,2505,3287.6,217.7,85.3,9.8
0.117587,717.4,105.6,1310.8,105.8,2510.1,255.5,3319.5,198.5,701.2,1294,2495.8,3284.9,217.3,85.3,9.5
0.119587,716.8,101.6,1299.6,107.0,2516.2,207.0,3311.4,215.3,701.1,1290.7,2487.2,3283.2,216.8,85.3,9.3
0.121587,715.2,95.7,1284.8,99.1,2528.1,160.7,3297.9,229.6,701.3,1287.9,2479.2,3282.4,216.4,85.4,9.1
0.123587,713.2,92.1,1272.4,90.2,2530.4,132.5,3284.0,234.6,701.8,1285.5,2471.8,3282.6,216,85.4,8.9
0.125587,711.6,93.7,1264.9,90.1,2522.1,125.0,3271.4,247.1,702.7,1283.6,2465.1,3283.7,215.6,85.6,8.9
0.127587,710.4,98.8,1262.4,102.1,2508.4,138.3,3263.9,276.6,703.9,1282.3,2459,3285.5,215.2,85.7,9
0.129587,709.1,102.7,1262.9,123.0,2494.2,167.1,3266.4,315.4,705.5,1281.4,2453.6,3288,214.8,85.9,9.3
0.131587,707.6,103.8,1262.5,146.8,2478.5,204.1,3280.5,344.8,707.5,1281.1,2448.9,3291.2,214.4,86.1,9.7
0.133587,706.9,104.1,1258.6,156.2,2466.7,224.4,3296.0,313.4,709.8,1281.3,2444.8,3294.7,214.1,86.3,10.1
0.135587,708.7,107.0,1256.4,145.8,2468.7,222.0,3302.9,243.2,712.5,1282.1,2441.2,3298.7,213.8,86.4,10.4
0.137587,714.3,114.9,1260.6,131.1,2475.6,220.6,3307.0,189.1,715.4,1283.3,2438.2,3302.8,213.5,86.6,10.4
0.139587,722.2,125.5,1268.7,125.5,2470.9,235.8,3310.6,164.1,718.6,1285,2435.5,3307,213.3,86.6,10.3
0.141587,728.3,133.1,1276.1,128.9,2449.5,261.6,3313.3,154.8,722.1,1287.1,2433.2,3311.2,213,86.7,10.1
0.143587,729.8,135.5,1280.4,133.9,2413.9,284.6,3316.1,147.3,725.7,1289.7,2431.2,3315.2,212.8,86.6,9.8
0.145587,725.3,134.7,1278.9,131.3,2376.3,289.7,3319.7,137.4,729.5,1292.6,2429.3,3318.9,212.6,86.5,9.6
0.147587,716.8,132.7,1274.3,120.5,2351.0,276.4,3321.5,131.5,733.4,1295.9,2427.6,3322.1,212.4,86.3,9.4
0.149587,706.5,128.3,1271.9,108.5,2343.0,255.9,3317.2,138.2,737.3,1299.5,2425.8,3324.8,212.2,86.1,9.2
0.151587,699.6,122.7,1275.3,104.6,2349.1,248.3,3306.1,160.9,741.2,1303.4,2423.9,3326.9,212.1,85.9,9
0.153587,701.4,124.4,1285.3,113.5,2361.7,264.9,3299.1,189.1,745.1,1307.4,2421.9,3328.4,211.9,85.8,8.8
0.155587,715.1,139.8,1301.4,135.9,2380.1,302.2,3308.8,212.2,748.8,1311.7,2419.7,3329,211.8,85.7,8.7
0.157587,739.2,164.8,1318.0,165.3,2401.0,333.4,3330.4,222.1,752.4,1316,2417.2,3328.8,211.6,85.6,8.5
0.159587,764.9,187.4,1331.6,195.5,2415.1,337.7,3348.3,224.9,755.8,1320.5,2414.3,3327.8,211.5,85.6,8.2
