"inputfile,outputfile,vowel,interval,duration,start,end,previous_sound,next_sound,omit,word,word_interval,word_start,word_end,previous_word,next_word"
"btal_33,btal_33_0001,ɛ,2,0.4399999999999995,12.68,13.12,-,-,0,erm,48,12.68,13.15,-,Facebook"
"btal_33,btal_33_0002,ɛ,4,0.14294470608305687,25.76462385506228,25.907568561145336,-,-,0,thirteen,84,25.7,26.19,-,hidden"
"btal_33,btal_33_0003,ɛ,6,0.08611126872473207,28.055655174123068,28.1417664428478,-,-,0,personal,90,28.01,28.36,your,history"
"btal_33,btal_33_0004,æ,8,0.03878116548298749,72.64218179228654,72.68096295776952,-,-,0,paternal,238,72.41,72.95,-,lineage"
"btal_33,btal_33_0005,æ,10,0.0993725588115808,95.5104578430749,95.60983040188648,-,-,0,paternal,322,95.31,95.81,-,lineage"
"btal_33,btal_33_0006,ɔ,12,0.11634349644896247,155.77173778164953,155.8880812780985,-,-,0,work,522,155.66,155.92,to,with"
"btal_33,btal_33_0007,ɒ,14,0.04264032982320032,221.80736648099622,221.85000681081942,-,-,0,worse,757,221.66,221.9,-,still"
"btal_33,btal_33_0008,ɛ,16,0.13146161426115555,239.70881613384793,239.8402777481091,-,-,0,thirteen,823,239.68,240.03,-,coded"
"btal_33,btal_33_0009,ɛ,18,0.20729136128406367,248.4,248.60729136128407,-,-,0,erm,851,248.4,248.71,un-,the"
"btal_33,btal_33_0010,ɛ,20,0.16976145463644343,342.1195450444051,342.2893064990415,-,-,0,first,1168,341.97,342.33,Nigeria's,census"
"btal_33,btal_33_0011,ɛ,22,0.13870753000782088,417.4399515622111,417.5786590922189,-,-,0,thirty,1432,417.16,417.67,a,year"
"btal_33,btal_33_0012,æ,24,0.13146161426112712,446.118467149292,446.2499287635531,-,-,0,expert,1529,445.78,446.3,are,in"
"btal_33,btal_33_0013,æ,26,0.20081537926506599,460.59937770396016,460.8001930832252,-,-,0,expert,1584,460.22,460.83,were,-"
"btal_33,btal_33_0014,ɑ,30,0.12111030605160522,482.4584631152652,482.5795734213168,-,-,0,experts,1658,482.1,482.64,-,in"
"btal_33,btal_33_0015,ɛ,32,0.17907763202504157,525.1199527847707,525.2990304167957,-,-,0,third,1807,524.99,525.33,twenty,coaching"
"btal_36,btal_36_0001,æ,2,0.10000000000000142,12.61,12.71,-,-,0,searchlight,45,12.57,13.11,the,on"
"btal_36,btal_36_0002,ɔ,4,0.04999999999999716,25.01,25.06,-,-,0,work,89,24.96,25.09,a,mode"
"btal_36,btal_36_0003,ɔ,6,0.06289557166046578,28.89878980123843,28.961685372898895,-,-,0,work,104,28.77,28.98747764481585,for,you"
"btal_36,btal_36_0004,ɔ,8,0.07000000000000028,29.72,29.79,-,-,0,work,106,29.51,29.82,you,-"
"btal_36,btal_36_0005,ɑ,10,0.09571065252679034,48.551907762250295,48.647618414777085,-,-,0,version,179,48.5253134897992,48.74,harmonised,of"
"btal_36,btal_36_0006,æ,12,0.12032196317654353,55.80658531551317,55.92690727868971,-,-,0,certain,202,55.715454312582985,56.17,-,innovative"
"btal_36,btal_36_0007,æ,14,0.10123485520357178,68.27493860242386,68.37617345762743,-,-,0,internal,243,68.06,68.53,-,democracy"
"btal_36,btal_36_0008,ɛ,16,0.09000000000000341,72.07,72.16,-,-,0,learned,254,71.93,72.21,-,-"
"btal_36,btal_36_0009,ɒ,18,0.14356597879019262,79.72764328651596,79.87120926530615,-,-,0,worthy,284,79.62,80.024989,general,of"
"btal_36,btal_36_0010,ɛ,20,0.15000000000000568,110.8,110.95,-,-,0,emerged,390,110.76778595878494,111.10889325345634,candidate,through"
"btal_36,btal_36_0011,ɛ,22,0.08750688231020831,115.89702236976434,115.98452925207455,-,-,0,thirty,408,115.83,116.23,section,three"
"btal_36,btal_36_0012,ɛ,24,0.09707794756289445,142.37393145761718,142.47100940518007,-,-,0,emerge,499,142.22,142.58269716036256,only,and"
"btal_36,btal_36_0013,æ,26,0.14766786389847653,156.65980460770942,156.8074724716079,-,-,0,observe,538,156.65,157.000533261382,Jonathan,let"
"btal_36,btal_36_0014,ɑ,28,0.1342315589178611,198.15576844108213,198.29,-,-,0,concerns,686,197.88,198.35,serious,-"
"btal_36,btal_36_0015,ɔ,30,0.08340499720191019,204.0276105216911,204.111015518893,-,-,0,first,709,204.02,204.25,-,-"
"btal_36,btal_36_0016,ɑ,32,0.08340499720193861,210.69996173907836,210.7833667362803,-,-,0,observers,737,210.71,211,political,saw"
"btal_36,btal_36_0017,æ,34,0.09000000000000341,216.51,216.6,-,-,0,emergence,764,216.42,216.79,the,of"
"btal_36,btal_36_0018,æ,36,0.08750688231020831,249.62740982614744,249.71491670845765,-,-,0,internal,879,249.61549385410436,249.87541748151568,deepen,democracy"
"btal_36,btal_36_0019,ɔ,38,0.10254712770728247,270.12594049496556,270.22848762267284,-,-,0,work,960,270.09753271507617,270.25,us,-"
"bnew_02,bnew_02_0001,æ,2,0.06999999999999984,3.48,3.55,-,-,0,internet,14,3.3,3.81,-,-"
"bnew_02,bnew_02_0002,ɑ,4,0.17404630345772887,30.18595369654227,30.36,-,-,0,thirteenth,75,30.12,30.65,the,-"
"bnew_02,bnew_02_0003,ɪ,6,0.03999999999999204,162.27,162.31,-,-,0,interim,112,162.005,162.49,with,measures"
"bnew_02,bnew_02_0004,æ,8,0.11000000000001364,178.48,178.59,-,-,0,service,156,178.28,178.8,custom,-"
"bnew_02,bnew_02_0005,ɛ,12,0.12000000000000455,182.03,182.15,-,-,0,service,164,181.88,182.32,operators,providers"
"bnew_02,bnew_02_0006,ɒ,14,0.09000000000000341,183.41,183.5,-,-,0,journalists,167,183.31,183.8,and,to"
"bnew_02,bnew_02_0007,ɔ,16,0.08999999999997499,248.11,248.2,-,-,0,nurses,349,247.98,248.625,only,are"
"bnew_02,bnew_02_0008,æ,18,0.05579340158266177,470.42,470.4757934015827,-,-,0,internet,1039,470.42,470.5,patients,they"
"bnew_02,bnew_02_0009,æ,20,0.08592296334751381,508.32810531944966,508.4140282827972,-,-,0,interview,1171,508.26516622277603,508.43,problem,makes"
"bnew_02,bnew_02_0010,ɑ,22,0.08108223301815087,515.71864986475,515.7997320977681,-,-,0,certainty,1188,515.66,515.97,branch,of"
"bnew_04,bnew_04_0001,ɒ,2,0.08415776727261104,11.059643571573304,11.143801338845915,-,-,0,courtesy,26,10.99,11.42,-,of"
"bnew_04,bnew_04_0002,ɔ,4,0.13399076456153125,54.00750992981781,54.14150069437934,-,-,0,work,108,54,54.25,correspondent,-"
"bnew_04,bnew_04_0003,æ,6,0.08534443602644615,87.7650582257702,87.85040266179665,-,-,0,personnel,182,87.73,88.28,villages,-"
"bnew_04,bnew_04_0004,ɒ,8,0.08286812503726537,104.44266040835078,104.52552853338804,-,-,0,person,216,104.17,104.85,headcount,will"
"bnew_04,bnew_04_0005,ɛ,10,0.2899999999999636,387.49,387.78,-,-,0,erm,815,387.49,387.81,about,-"
"bnew_04,bnew_04_0006,æ,12,0.07272736524350876,577.6403683042923,577.7130956695358,-,-,0,personnel,1120,577.5,577.83,insufficient,and"
"bnew_04,bnew_04_0007,ɛ,14,0.06672383556997374,634.2387701966634,634.3054940322334,-,-,0,eight,1234,634.22,634.44,-,-"
"bnew_04,bnew_04_0008,ɒ,16,0.12798970518281294,891.7987133948326,891.9267031000154,-,-,0,return,1683,891.66,892,-,their"
