time,f1,b1,f2,b2,f3,b3,f4,b4,f1p,f2p,f3p,f4p,f0,intensity,harmonicity
0.025677,519.7,138.2,1291.3,41.5,2380.3,284.8,3817.1,661.3,494.7,1308.3,2252.4,3233.4,163,69.8,3
0.027677,519.3,102.6,1287.6,49.8,2293.2,369.0,3087.3,1388.1,499.5,1308.2,2255.9,3227.3,163,71.1,3.6
0.029677,519.4,80.0,1288.5,59.4,2229.3,321.7,3028.3,796.8,507.2,1308.2,2261.5,3217.6,163,72.3,3.8
0.031677,521.1,69.9,1300.7,69.6,2226.2,252.1,3048.4,538.4,517.5,1308.2,2269,3204.6,163,73.3,3.8
0.033677,526.3,69.5,1318.6,77.3,2249.4,210.2,3079.7,409.6,530,1308.4,2278.1,3189,162.9,74.2,3.8
0.035677,534.2,74.4,1332.2,82.1,2276.3,181.4,3105.9,343.9,543.9,1308.8,2288.4,3171.6,162.9,74.9,3.7
0.037677,542.0,82.1,1337.2,84.7,2296.5,156.6,3125.6,318.0,558.9,1309.5,2299.5,3153.3,162.9,75.4,3.6
0.039677,549.3,93.4,1333.9,86.4,2305.6,134.8,3137.8,316.2,574.3,1310.5,2310.8,3134.8,162.9,75.8,3.3
0.041677,559.4,110.1,1325.4,88.6,2305.7,121.0,3139.4,335.3,589.5,1311.9,2321.9,3117,162.8,76.1,2.9
0.043677,576.8,131.0,1316.8,92.3,2302.3,119.9,3128.3,371.3,604.1,1313.6,2332.2,3100.7,162.8,76.2,2.5
0.045677,602.1,149.6,1312.6,96.0,2300.6,132.4,3108.5,400.5,617.8,1315.7,2341.3,3086.4,162.7,76.3,2.2
0.047677,630.1,159.1,1313.2,97.2,2303.5,156.3,3087.9,397.9,630.2,1318,2348.8,3074.7,162.7,76.4,2.2
0.049677,655.4,156.7,1315.5,95.3,2313.8,188.9,3066.9,376.6,641.4,1320.5,2354.3,3065.9,162.6,76.4,2.7
0.051677,671.9,144.1,1317.2,93.1,2333.6,219.3,3050.0,362.6,651.2,1323,2357.4,3060.1,162.6,76.5,3.5
0.053677,681.4,126.6,1317.9,92.9,2365.9,238.4,3046.9,359.2,660,1325.2,2358,3057.3,162.5,76.5,4.4
0.055677,686.6,111.2,1317.6,97.3,2401.6,237.8,3060.9,361.3,667.8,1327.1,2355.9,3057.2,162.5,76.6,5.3
0.057677,691.2,102.6,1318.1,109.4,2419.5,226.4,3075.8,368.5,675.2,1328.5,2351.1,3059.5,162.4,76.7,5.9
0.059677,695.2,101.5,1322.7,129.5,2411.1,222.0,3075.2,397.5,682.3,1329.1,2343.6,3063.6,162.4,76.8,6.2
0.061677,697.4,105.1,1330.1,150.3,2383.1,226.0,3062.0,437.8,689.8,1328.9,2333.7,3069,162.3,76.9,6.4
0.063677,698.5,112.1,1333.8,160.5,2345.1,226.1,3062.7,437.8,697.8,1327.7,2321.7,3075.1,162.2,77,6.4
0.065677,700.3,124.2,1329.8,155.3,2305.9,219.6,3092.9,373.2,706.7,1325.6,2307.8,3081.2,162.2,77.1,6.4
0.067677,704.1,143.8,1322.3,143.5,2277.5,223.0,3119.4,284.6,716.7,1322.5,2292.4,3086.8,162.1,77.1,6.6
0.069677,711.9,176.5,1316.7,136.9,2259.4,247.6,3127.6,212.0,727.7,1318.5,2276.1,3091.3,162,77.2,6.9
0.071677,724.9,225.5,1312.8,138.8,2245.6,290.7,3125.2,165.3,739.9,1313.8,2259.3,3094.3,162,77.3,7.1
0.073677,742.0,285.9,1307.3,144.6,2228.1,345.9,3117.8,145.4,752.8,1308.5,2242.5,3095.6,161.9,77.3,7.5
0.075677,759.6,341.3,1299.5,147.7,2204.4,413.0,3102.8,156.7,766.2,1303,2226.2,3095,161.9,77.4,7.9
0.077677,775.5,376.0,1293.3,145.2,2179.7,480.8,3073.8,192.1,779.6,1297.5,2210.9,3092.5,161.8,77.4,8.5
0.079677,791.3,395.2,1290.8,141.0,2163.4,540.1,3038.3,220.9,792.4,1292.2,2196.9,3088.2,161.8,77.4,9.4
0.081677,808.4,411.6,1290.8,140.6,2157.6,602.8,3017.1,238.9,804.1,1287.5,2184.7,3082.2,161.7,77.4,10.5
0.083677,826.0,428.8,1292.4,144.3,2163.1,674.2,3014.0,262.0,814.1,1283.6,2174.5,3075.1,161.7,77.4,11.6
0.085677,837.9,448.1,1293.8,146.4,2182.3,717.0,3026.2,288.3,821.7,1280.7,2166.4,3067,161.7,77.4,12.6
0.087677,841.3,472.8,1292.6,141.5,2201.8,694.9,3048.1,304.8,826.4,1279,2160.6,3058.4,161.6,77.4,13.2
0.089677,835.2,495.6,1288.2,131.4,2198.9,615.5,3065.3,300.3,828,1278.5,2157.1,3049.6,161.6,77.3,13.4
0.091677,823.6,502.1,1282.8,122.1,2176.2,516.8,3069.6,285.3,826.1,1279.2,2155.7,3041,161.6,77.3,13.3
0.093677,810.7,483.7,1278.5,116.9,2149.8,423.3,3065.1,270.4,820.6,1280.9,2156.3,3033,161.6,77.4,13
0.095677,798.0,453.0,1276.0,114.9,2129.9,353.2,3054.7,257.8,811.7,1283.5,2158.6,3025.6,161.5,77.4,12.7
0.097677,786.6,432.1,1275.3,114.4,2121.0,315.8,3041.2,250.9,799.7,1286.7,2162.4,3019,161.5,77.4,12.4
0.099677,776.1,422.6,1277.0,114.0,2126.7,306.2,3030.6,258.5,784.9,1290.1,2167.2,3013.2,161.5,77.3,12.3
0.101677,763.2,404.4,1282.3,112.8,2150.0,309.3,3025.4,286.1,768,1293.5,2172.7,3008.2,161.5,77.3,12.2
0.103677,749.8,371.1,1289.3,111.3,2181.2,311.7,3022.7,321.2,749.6,1296.2,2178.5,3003.7,161.5,77.2,12.1
0.105677,737.4,327.2,1295.8,109.7,2210.2,312.2,3017.7,350.1,730.5,1298.1,2184.2,2999.6,161.6,77,11.7
0.107677,723.5,273.8,1299.8,107.3,2233.8,310.1,3006.2,367.5,711.4,1298.6,2189.5,2995.7,161.6,76.9,10.9
0.109677,705.7,219.7,1299.9,104.3,2253.5,299.7,2987.6,376.1,693.2,1297.6,2194.1,2991.6,161.6,76.6,9.5
