time,f1,b1,f2,b2,f3,b3,f4,b4,f1p,f2p,f3p,f4p,f0,intensity,harmonicity
0.025281,614.3,86.2,1079.7,520.4,2511.7,102.4,3238.6,121.1,605.5,1027.8,2493.9,3216.7,198.4,87.1,16.2
0.027281,612.2,84.8,1059.3,514.4,2503.9,128.2,3214.4,145.3,606.9,1035.3,2492.6,3215.5,198.6,87.2,16.5
0.029281,610.4,82.4,1045.3,513.1,2493.3,155.2,3193.2,159.8,609,1047.5,2490.5,3213.6,198.9,87.4,16.9
0.031281,609.0,79.2,1040.7,512.6,2484.6,172.7,3186.8,161.4,611.9,1063.7,2487.6,3211.1,199.1,87.6,17.3
0.033281,610.0,77.2,1055.6,530.6,2480.7,174.4,3187.3,148.9,615.3,1083.2,2483.7,3208.1,199.4,87.8,17.6
0.035281,612.3,76.5,1086.7,541.0,2473.9,174.6,3195.1,137.5,619,1105.2,2478.9,3204.9,199.7,88.1,17.7
0.037281,615.5,78.4,1118.7,527.5,2461.3,178.1,3210.4,131.7,623,1128.7,2473.2,3201.6,200,88.4,17.6
0.039281,620.4,82.9,1141.9,516.3,2448.2,177.2,3225.5,124.9,626.9,1152.6,2466.7,3198.4,200.3,88.6,17.1
0.041281,627.4,89.1,1160.0,534.7,2443.0,170.2,3228.6,115.0,630.6,1176.1,2459.5,3195.5,200.6,88.9,16.5
0.043281,635.5,95.2,1182.8,587.4,2446.2,163.6,3218.2,104.4,634.1,1198.1,2451.8,3193,201,89.1,15.8
0.045281,643.2,99.4,1218.7,653.0,2449.8,161.4,3201.6,95.5,637,1218,2443.8,3191.1,201.4,89.3,15.3
0.047281,647.4,100.3,1255.3,679.7,2445.9,164.0,3185.9,92.3,639.5,1235,2435.9,3189.7,201.7,89.5,15.1
0.049281,647.7,98.7,1274.8,653.1,2434.1,165.6,3174.7,93.6,641.4,1248.6,2428.3,3189.1,202.1,89.6,15.1
0.051281,646.3,96.6,1275.0,600.2,2421.9,159.6,3170.7,96.0,642.7,1258.7,2421.5,3189,202.5,89.7,15.3
0.053281,645.0,95.2,1265.5,550.6,2416.5,147.5,3174.8,98.5,643.4,1265.3,2415.8,3189.5,203,89.8,15.5
0.055281,644.1,93.8,1257.0,520.4,2416.6,137.3,3182.5,101.1,643.8,1268.3,2411.5,3190.4,203.4,89.9,15.7
0.057281,643.0,90.3,1255.1,506.2,2417.8,133.0,3189.2,105.7,643.8,1268.3,2408.9,3191.7,203.8,90,15.9
0.059281,641.2,84.4,1259.4,496.1,2417.1,135.0,3191.4,114.2,643.7,1265.7,2408.2,3193.3,204.3,90.1,16
0.061281,639.4,78.2,1262.7,474.3,2414.7,138.0,3190.7,126.1,643.4,1261.2,2409.5,3194.9,204.8,90.1,16.1
0.063281,638.4,73.7,1261.7,445.1,2413.1,137.6,3193.5,134.1,643.3,1255.4,2412.7,3196.5,205.3,90.2,16.2
0.065281,638.8,71.2,1259.0,426.7,2414.5,134.4,3201.6,131.4,643.3,1249.1,2417.7,3198.1,205.8,90.3,16.3
0.067281,640.5,70.5,1255.7,425.3,2419.1,131.3,3208.3,122.0,643.7,1243,2424.2,3199.4,206.3,90.3,16.4
0.069281,643.2,71.8,1251.9,438.1,2426.3,129.8,3208.3,116.4,644.5,1237.8,2431.8,3200.5,206.9,90.3,16.5
0.071281,646.2,74.7,1247.3,453.6,2436.0,127.1,3203.7,120.0,645.6,1234,2440,3201.4,207.4,90.3,16.7
0.073281,649.0,78.9,1240.9,463.2,2447.2,119.4,3198.0,133.5,647.2,1232,2448.4,3202.1,208,90.3,16.7
0.075281,652.0,84.6,1230.8,464.4,2456.4,107.0,3193.7,153.1,649.2,1232.1,2456.4,3202.7,208.6,90.3,16.5
0.077281,655.4,90.9,1218.7,454.8,2461.5,94.7,3194.1,168.9,651.6,1234.4,2463.5,3203.1,209.2,90.3,15.9
0.079281,658.7,95.6,1208.8,430.5,2464.2,84.8,3203.0,173.7,654.3,1238.7,2469.1,3203.6,209.8,90.3,14.8
0.081281,660.9,95.0,1206.7,399.7,2466.5,80.2,3217.8,167.1,657.2,1244.8,2473.1,3204.1,210.4,90.3,13.4
0.083281,662.6,88.7,1214.0,380.9,2469.0,83.0,3228.7,155.0,660.1,1252.3,2475,3204.8,211,90.3,12.1
0.085281,664.4,79.5,1232.4,392.0,2470.5,95.2,3228.0,141.2,663.1,1260.6,2474.8,3205.7,211.6,90.4,11.2
0.087281,665.7,69.5,1263.7,435.5,2470.3,116.4,3216.9,129.7,665.9,1269.1,2472.6,3206.9,212.1,90.4,11
0.089281,666.0,60.7,1302.2,493.2,2470.5,139.4,3203.9,125.4,668.5,1277.1,2468.5,3208.3,212.7,90.5,11.3
0.091281,666.2,54.6,1337.3,548.2,2472.8,157.1,3195.3,131.1,670.9,1284,2462.8,3210,213.3,90.5,12.1
0.093281,667.8,52.9,1349.5,579.4,2473.9,164.1,3194.9,144.9,672.9,1289.2,2456,3212,213.9,90.6,12.9
0.095281,670.7,54.5,1335.5,573.4,2468.8,162.9,3200.1,156.9,674.5,1291.9,2448.6,3214.1,214.4,90.6,13.7
0.097281,673.7,57.1,1307.3,531.6,2455.9,157.6,3204.3,157.9,675.8,1292,2441,3216.4,215,90.5,14.3
0.099281,675.9,59.2,1281.4,481.9,2437.3,150.7,3204.5,149.7,676.7,1288.9,2433.9,3218.6,215.5,90.5,14.7
0.101281,677.6,60.4,1262.2,444.3,2416.2,140.1,3204.8,138.8,677.2,1282.7,2427.7,3220.8,216,90.4,15.1
0.103281,679.1,60.9,1248.6,430.5,2401.8,126.0,3210.6,130.7,677.5,1273.4,2422.7,3222.9,216.4,90.4,15.5
0.105281,680.7,61.5,1236.3,436.4,2399.7,111.7,3222.5,125.1,677.4,1261.1,2419.4,3224.7,216.9,90.2,15.8
0.107281,681.4,61.9,1222.5,442.5,2407.0,98.8,3236.3,116.9,677.2,1246.4,2417.7,3226.3,217.3,90.1,16.1
0.109281,680.2,60.9,1206.8,418.0,2417.1,86.2,3246.9,102.9,676.8,1229.7,2417.8,3227.6,217.7,89.9,16.5
0.111281,677.3,58.4,1193.3,359.1,2425.4,74.9,3252.8,86.9,676.4,1211.7,2419.5,3228.6,218.1,89.6,16.8
0.113281,674.2,55.7,1185.3,288.1,2430.5,66.3,3256.7,74.2,675.9,1193.2,2422.5,3229.3,218.4,89.2,16.9
0.115281,672.7,55.5,1180.5,232.4,2430.8,64.5,3257.4,74.4,675.3,1175,2426.4,3229.7,218.7,88.7,16.8
0.117281,673.4,59.2,1174.3,197.4,2427.9,69.8,3248.1,85.1,674.8,1157.8,2430.8,3229.9,219,88.3,16.2
