time,f1,b1,f2,b2,f3,b3,f4,b4,f1p,f2p,f3p,f4p,f0,intensity,harmonicity
0.026000,470.6,35.5,1851.4,141.5,2581.9,65.0,3366.1,72.6,486.3,1806.4,2577,3357.9,168.2,89.2,7.9
0.028000,477.0,34.9,1821.2,134.8,2579.2,62.6,3364.4,70.6,486.7,1802.7,2576.7,3359.6,168.9,89.3,7.9
0.030000,482.9,34.8,1792.2,132.6,2575.0,55.0,3366.0,67.9,487.5,1796.5,2576.3,3362.2,169.8,89.4,7.9
0.032000,488.8,36.1,1767.5,131.2,2572.0,49.4,3368.0,68.7,489,1788,2575.7,3365,170.7,89.4,7.9
0.034000,495.1,39.5,1752.1,130.9,2572.3,49.1,3368.0,75.3,491.5,1777.6,2575.1,3367.5,171.8,89.4,7.8
0.036000,502.2,46.2,1743.8,131.7,2576.2,54.1,3365.4,88.4,495.3,1765.3,2574.6,3369.1,172.9,89.3,7.5
0.038000,510.8,57.4,1738.5,132.6,2580.1,62.6,3361.8,105.5,500.5,1751.5,2574.1,3369.1,174,89.2,7.1
0.040000,520.7,73.2,1732.1,135.9,2578.8,72.1,3359.4,119.5,507.3,1736.6,2573.8,3367.3,175.3,89.1,6.5
0.042000,531.5,92.6,1720.4,143.7,2570.9,79.2,3357.5,124.5,515.8,1721,2573.6,3363.6,176.7,89,5.9
0.044000,541.4,110.9,1702.5,149.4,2562.2,80.4,3352.9,121.6,525.7,1705,2573.5,3358.1,178.2,89,5.4
0.046000,547.9,123.3,1683.9,141.1,2561.5,75.1,3343.8,115.7,536.8,1689,2573.5,3351.3,179.7,89,5
0.048000,549.1,129.3,1673.7,123.9,2569.3,69.2,3334.8,113.7,548.6,1673.4,2573.7,3343.9,181.4,89,4.8
0.050000,547.8,135.1,1669.6,112.9,2578.0,68.0,3330.3,120.4,560.6,1658.4,2574,3336.9,183.1,89.1,4.5
0.052000,548.7,146.6,1666.7,115.0,2582.2,73.6,3332.0,136.7,572.1,1644.2,2574.5,3331.2,185,89.1,4.3
0.054000,555.0,169.2,1659.3,128.1,2581.3,84.1,3337.7,155.2,582.5,1631.1,2575.1,3327.8,186.9,89.1,4.1
0.056000,567.6,205.0,1642.1,144.1,2577.0,94.5,3343.3,160.9,591.1,1619.1,2576.2,3327.5,189,89,3.9
0.058000,585.5,251.4,1613.7,152.1,2573.2,98.5,3347.7,144.3,597.5,1608.1,2577.8,3331,191.1,88.9,3.8
0.060000,606.6,298.0,1581.7,145.9,2576.2,93.8,3353.3,116.4,601.4,1598,2580.1,3338.4,193.3,88.6,3.6
0.062000,624.4,329.9,1558.3,129.9,2588.0,86.0,3361.8,95.5,602.4,1588.6,2583.5,3349.8,195.6,88.4,3.4
0.064000,626.3,338.5,1553.0,116.2,2601.4,86.0,3371.6,93.2,600.7,1579.8,2588.1,3364.6,198,88.1,3.2
0.066000,610.8,327.3,1559.0,109.3,2610.9,100.5,3382.0,110.2,596.4,1571.2,2594.2,3381.8,200.4,87.9,3
0.068000,588.4,292.6,1565.1,110.2,2612.4,133.5,3391.4,147.3,590,1562.9,2601.8,3400.4,202.9,87.6,2.7
0.070000,573.4,244.1,1563.7,116.4,2605.5,177.9,3399.1,196.9,581.9,1554.6,2611,3419,205.4,87.4,2.3
0.072000,568.8,202.7,1554.4,118.8,2602.2,201.4,3410.6,237.3,572.8,1546.4,2621.6,3436.1,207.9,87.2,2
0.074000,568.9,178.4,1541.8,110.1,2614.6,187.1,3431.3,250.9,563.4,1538.3,2633.4,3450.4,210.5,87.1,1.5
0.076000,565.7,167.7,1530.0,97.7,2633.9,167.3,3453.4,244.0,554.3,1530.7,2645.9,3460.6,213.2,87,1
0.078000,554.2,159.2,1521.9,93.6,2650.0,173.8,3466.6,242.3,546.2,1523.8,2658.6,3465.8,215.8,87.1,0.2
0.080000,538.6,142.5,1518.6,103.0,2663.5,218.8,3467.0,261.1,539.4,1518.2,2670.6,3465.5,218.4,87.1,-0.6
0.082000,528.9,125.3,1520.0,123.7,2677.1,288.9,3456.6,292.9,534.4,1514.2,2681.3,3459.4,221,87.2,-1.4
0.084000,524.7,113.3,1522.8,150.1,2692.9,361.8,3440.9,330.2,531.2,1512.5,2689.7,3448,223.6,87.2,-1.7
0.086000,522.7,106.7,1522.4,171.3,2706.7,413.0,3426.2,368.5,530,1513.6,2695.1,3431.9,226.1,87,-1.3
0.088000,520.2,102.5,1519.9,174.9,2715.4,430.9,3422.1,404.7,530.5,1517.7,2696.8,3411.8,228.6,86.7,-0.2
0.090000,517.1,96.3,1522.3,159.5,2717.9,414.5,3431.3,433.8,532.5,1525.2,2694.5,3389.2,231.1,86.3,1.4
0.092000,516.9,86.3,1531.4,140.1,2710.6,376.1,3434.1,458.3,535.6,1536.2,2687.9,3365.1,233.4,85.7,3
0.094000,523.3,79.5,1544.7,132.9,2695.0,347.6,3405.1,489.9,539.6,1550.3,2677,3340.7,235.8,85.2,4.2
0.096000,538.5,84.8,1561.8,145.4,2671.4,357.9,3333.4,499.5,544,1567.4,2662.3,3317.3,238,84.6,4.5
0.098000,561.2,102.4,1581.8,173.8,2640.3,405.2,3264.6,460.0,548.5,1586.6,2644.4,3295.7,240.2,84,4.2
0.100000,586.7,125.0,1605.7,207.4,2601.8,461.2,3217.0,425.8,552.8,1607.1,2624.3,3276.5,242.2,83.3,3.5
0.102000,602.7,144.6,1629.7,230.3,2561.9,487.5,3177.0,421.4,556.7,1628.1,2603.1,3260.1,244.2,82.7,2.7
0.104000,599.4,160.9,1648.7,236.2,2532.7,467.9,3148.1,439.1,560,1648.4,2582.1,3246.7,246.1,82,2.1
0.106000,578.4,176.3,1661.3,223.6,2516.9,403.3,3160.5,441.5,562.7,1666.8,2562.7,3236.3,247.9,81.3,2.2
0.108000,550.5,193.2,1670.8,201.2,2514.6,329.3,3215.7,384.2,564.8,1682.5,2546,3228.5,249.6,80.6,2.8
0.110000,531.6,212.9,1683.1,191.1,2532.8,296.2,3264.4,320.7,566.3,1694.3,2533.3,3223.3,251.2,80,3.6
0.112000,538.1,225.1,1703.5,197.8,2567.7,304.6,3294.3,297.4,567.1,1701.7,2525.3,3220.2,252.7,79.3,4.5
0.114000,558.1,218.5,1735.2,207.0,2606.9,343.6,3312.6,314.8,567.4,1704.3,2522.5,3219.2,254.1,78.9,5.2
