time,f1,b1,f2,b2,f3,b3,f4,b4,f1p,f2p,f3p,f4p,f0,intensity,harmonicity
0.025354,871.6,355.7,1958.6,128.4,3317.5,327.5,4230.3,613.0,781.8,2009.3,3020.5,4118.1,0,52.1,3
0.027354,859.3,381.9,1952.2,161.9,3308.8,415.0,4255.8,852.9,778.5,2008,3009.6,4127.9,0,53.3,3.6
0.029354,807.8,525.3,1946.5,252.3,3273.1,619.3,4273.1,1160.8,773.1,2005.9,2991.9,4143.8,0,54.3,4.4
0.031354,703.1,732.8,1951.4,406.2,3138.1,940.5,4203.2,1233.9,765.5,2002.9,2968.1,4165.2,0,55.9,5.1
0.033354,625.0,785.5,1988.1,556.8,2916.3,1171.0,4107.0,1063.4,755.7,1999.2,2939.2,4191.6,0,57.3,5.3
0.035354,617.8,714.6,2067.9,691.8,2664.6,1318.9,4039.4,877.9,743.8,1994.8,2906.3,4222,0,58.6,4.6
0.037354,650.1,600.6,2163.4,790.7,2441.5,1317.7,4020.2,733.4,729.8,1989.8,2870.9,4255.3,0,59.6,2.9
0.039354,688.7,454.6,2136.5,878.4,2437.1,1079.2,4043.1,658.2,713.8,1984.2,2834.3,4290.4,0,60.4,0.7
0.041354,712.3,333.8,2028.4,749.8,2580.9,936.0,4108.6,674.6,696,1978.2,2798,4326.3,0,61.2,-1.4
0.043354,716.4,261.7,1967.9,603.9,2668.0,828.6,4239.9,772.9,676.5,1971.9,2763.4,4361.6,0,62,-3
0.045354,701.1,236.7,1933.7,515.8,2680.4,767.7,4425.0,871.8,655.7,1965.3,2731.7,4395.4,0,62.7,-3.6
0.047354,671.6,239.4,1914.2,472.9,2649.9,771.1,4604.0,898.0,634,1958.6,2704.3,4426.5,219.1,63.6,-3.3
0.049354,640.3,252.4,1908.0,447.4,2630.7,819.8,4709.1,891.7,611.7,1951.9,2682.1,4454,219,64.3,-2.5
0.051354,613.8,259.0,1899.3,404.8,2656.5,837.2,4758.9,901.7,589.3,1945.4,2665.9,4477.1,218.9,64.9,-1.4
0.053354,595.2,258.2,1886.5,349.6,2713.2,802.1,4764.4,943.2,567.4,1939.1,2656,4495.2,218.7,65.3,-0.4
0.055354,577.2,258.9,1880.0,288.7,2773.8,753.6,4721.4,1017.4,546.6,1933.2,2652.9,4507.8,218.6,65.5,0.4
0.057354,557.0,259.2,1883.4,229.6,2803.6,684.5,4620.9,1035.5,527.4,1927.7,2656.3,4514.7,218.5,65.5,1.3
0.059354,539.3,258.4,1892.9,179.7,2796.9,575.8,4504.5,924.3,510.4,1922.8,2666,4515.8,218.3,65.3,2.1
0.061354,532.9,270.9,1904.6,154.3,2782.0,484.7,4427.0,793.9,496.3,1918.5,2681.3,4511.5,218.1,65,2.9
0.063354,535.4,313.9,1917.3,151.5,2777.1,447.8,4370.9,713.3,485.5,1914.9,2701.5,4502.1,218,64.6,3.6
0.065354,537.2,391.4,1926.9,163.2,2784.1,461.9,4333.1,689.6,478.4,1912,2725.5,4488.1,217.8,64.1,4
0.067354,529.0,504.9,1930.0,183.1,2797.8,504.0,4311.4,707.4,475.3,1909.9,2752.3,4470.2,217.6,63.6,4.3
0.069354,507.8,627.2,1925.3,210.2,2808.7,550.4,4298.3,745.0,476.4,1908.5,2780.6,4449.4,217.4,63.1,4.4
0.071354,474.5,743.1,1916.4,256.3,2811.4,597.7,4275.9,782.8,481.7,1907.8,2809.3,4426.6,217.2,62.7,4.4
