time,f1,b1,f2,b2,f3,b3,f4,b4,f1p,f2p,f3p,f4p,f0,intensity,harmonicity
0.025878,359.6,168.4,1865.6,262.5,2729.5,390.4,5185.7,880.1,399.2,1855.3,2737.3,4876.2,232.7,85.4,3.2
0.027878,380.6,149.9,1883.0,236.6,2717.4,430.8,5168.2,1248.9,402.7,1858.7,2735.5,4850.6,232.2,86.5,2
0.029878,405.5,128.7,1882.1,209.0,2698.5,394.7,4753.1,1819.0,408.1,1863.7,2732.4,4809.2,231.6,87.2,0.7
0.031878,429.2,115.8,1876.5,179.3,2699.5,331.4,4463.4,1538.3,415.2,1869.7,2728.3,4753.5,231,87.8,0
0.033878,447.3,114.2,1872.9,159.8,2718.7,280.8,4425.6,1301.9,423.5,1875.6,2723.3,4685.9,230.4,88.2,0.3
0.035878,458.1,119.6,1869.4,151.8,2739.3,245.8,4435.3,1139.2,432.3,1880.5,2717.6,4609.2,229.9,88.4,2
0.037878,462.5,124.9,1864.8,150.0,2749.7,220.4,4424.0,1023.0,441.1,1883.3,2711.5,4526.5,229.3,88.5,4.9
0.039878,463.7,124.8,1858.6,148.7,2748.7,196.2,4387.5,928.6,449.4,1883.5,2705.3,4441.5,228.7,88.5,8.2
0.041878,463.0,118.2,1852.7,146.2,2738.5,172.2,4347.7,853.5,456.6,1880.3,2699.2,4357.7,228.2,88.5,11.4
0.043878,461.3,107.2,1849.2,144.6,2722.4,152.0,4320.5,818.6,462.5,1873.8,2693.4,4278.7,227.7,88.4,13.7
0.045878,459.0,94.8,1848.6,146.7,2702.6,139.1,4306.4,839.3,466.9,1864.1,2688.3,4208.1,227.2,88.4,15.2
0.047878,457.5,84.8,1848.9,152.9,2683.6,136.0,4290.7,898.6,469.7,1851.8,2684,4148.9,226.7,88.3,16.3
0.049878,457.3,78.5,1847.0,159.2,2666.6,142.5,4250.8,952.5,471,1837.8,2680.7,4103.8,226.3,88.2,17.1
