time,f1,b1,f2,b2,f3,b3,f4,b4,f1p,f2p,f3p,f4p,f0,intensity,harmonicity
0.025819,588.2,221.3,1142.2,314.1,2076.5,164.0,3231.1,511.5,614.9,1102.4,2138.1,3188.6,219.5,85.9,2
0.027819,597.6,217.3,1153.2,333.4,2099.6,154.2,3236.1,506.7,615.4,1105.1,2139.2,3180.7,219.5,86.4,2.8
0.029819,603.7,233.1,1152.7,319.2,2118.3,153.2,3206.8,522.1,616.4,1109.5,2140.9,3168,219.4,86.8,3.7
0.031819,607.4,265.8,1146.4,295.1,2130.0,161.9,3151.9,532.0,617.7,1115.6,2143.4,3150.8,219.4,87,4.6
0.033819,611.0,302.9,1143.7,281.9,2135.5,178.5,3095.8,525.6,619.4,1123.4,2146.7,3129.8,219.3,87.1,5.2
0.035819,615.6,319.7,1148.5,280.3,2140.8,197.1,3051.5,516.5,621.4,1132.9,2150.7,3105.8,219.3,87.1,5.4
0.037819,619.8,303.6,1158.5,277.5,2152.6,212.2,3015.5,513.9,623.9,1143.8,2155.4,3079.7,219.2,87,5.1
0.039819,623.1,279.6,1165.0,264.1,2170.9,223.2,2988.8,518.0,626.6,1156.2,2161,3052.3,219.2,86.9,4.6
0.041819,628.8,277.8,1162.8,245.9,2190.1,239.7,2976.3,533.2,629.8,1170,2167.4,3024.8,219.1,86.8,4.1
0.043819,640.0,302.3,1156.8,232.3,2207.3,274.6,2969.7,559.6,633.2,1184.9,2174.5,2998.1,219.1,86.7,3.8
0.045819,658.8,337.0,1152.8,222.6,2229.3,330.0,2957.4,587.6,637,1201,2182.4,2973.2,219.1,86.6,4
0.047819,677.2,341.5,1154.4,210.1,2251.7,358.0,2946.3,584.6,641,1217.9,2191.1,2951,219,86.5,4.6
0.049819,683.9,294.9,1160.9,190.9,2256.2,317.5,2947.1,529.2,645.2,1235.5,2200.4,2932.4,219,86.4,5.5
0.051819,679.1,223.5,1169.5,174.5,2246.3,249.5,2950.5,468.8,649.6,1253.7,2210.3,2918,219,86.4,6.4
0.053819,671.8,161.8,1180.3,173.3,2234.1,202.4,2950.9,463.8,654.1,1272.2,2220.8,2908.4,218.9,86.4,7.1
0.055819,669.6,124.0,1201.1,199.1,2222.5,191.7,2955.6,554.3,658.6,1290.9,2231.6,2904,218.9,86.5,7.5
0.057819,673.3,104.1,1245.3,254.4,2213.4,219.4,2977.3,743.4,663.1,1309.4,2242.8,2904.8,218.9,86.6,7.5
0.059819,677.4,88.7,1313.5,311.9,2215.6,288.4,2994.6,900.1,667.5,1327.5,2254.1,2911,218.9,86.7,7.4
0.061819,677.1,70.9,1387.7,335.6,2248.3,387.3,2958.9,947.0,671.7,1345.1,2265.4,2922.2,218.9,86.9,7.3
0.063819,672.4,51.4,1444.3,317.5,2306.4,441.9,2908.8,952.0,675.7,1361.9,2276.6,2938.2,218.9,87.1,7.3
0.065819,667.6,36.2,1472.4,287.8,2338.2,422.9,2899.9,898.8,679.3,1377.6,2287.4,2958.4,218.9,87.2,7.8
0.067819,665.6,29.0,1476.3,264.1,2331.1,390.2,2936.6,783.5,682.4,1392.2,2297.8,2982.1,218.9,87.2,8.7
0.069819,666.1,28.7,1467.4,245.9,2312.8,370.2,3002.6,659.3,685.1,1405.3,2307.6,3008.5,218.9,87.3,9.7
0.071819,668.0,32.4,1462.2,235.8,2303.1,359.2,3080.7,566.2,687.3,1416.8,2316.6,3036.7,218.9,87.3,10.8
0.073819,671.0,37.1,1463.0,235.2,2298.5,344.5,3155.9,487.2,688.8,1426.7,2324.8,3065.7,218.9,87.2,11.6
0.075819,674.3,41.0,1460.1,235.5,2293.8,326.6,3201.1,416.2,689.8,1434.7,2331.9,3094.7,219,87.2,12.1
0.077819,676.8,45.2,1446.5,223.3,2295.5,316.8,3200.1,390.2,690.1,1440.9,2338.1,3122.5,219,87.2,12.3
